date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:28:30	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-6.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-6.png	(from https://neitavir.site/css/kso.css)
17:28:30	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-6.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-6.jpg	(from https://neitavir.site/css/kso.css)
17:28:31	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-7-s-x2.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-7-s-x2.jpg	(from https://neitavir.site/css/kso.css)
17:28:31	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-eniripsa.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-eniripsa.png	(from https://neitavir.site/css/kso.css)
17:28:31	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-7-x2.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-7-x2.png	(from https://neitavir.site/css/kso.css)
17:28:31	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-7.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-7.png	(from https://neitavir.site/css/kso.css)
17:28:32	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-7.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-7.jpg	(from https://neitavir.site/css/kso.css)
17:28:32	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-8-s-x2.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-8-s-x2.jpg	(from https://neitavir.site/css/kso.css)
17:28:32	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-iop.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-iop.png	(from https://neitavir.site/css/kso.css)
17:28:32	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-8-x2.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-8-x2.png	(from https://neitavir.site/css/kso.css)
17:28:33	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-8.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-8.png	(from https://neitavir.site/css/kso.css)
17:28:33	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-8.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-8.jpg	(from https://neitavir.site/css/kso.css)
17:28:33	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-9-s-x2.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-9-s-x2.jpg	(from https://neitavir.site/css/kso.css)
17:28:33	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-cra.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-cra.png	(from https://neitavir.site/css/kso.css)
17:28:33	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-9-x2.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-9-x2.png	(from https://neitavir.site/css/kso.css)
17:28:34	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-9.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-9.png	(from https://neitavir.site/css/kso.css)
17:28:34	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-9.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-9.jpg	(from https://neitavir.site/css/kso.css)
17:28:34	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-10-s-x2.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-10-s-x2.jpg	(from https://neitavir.site/css/kso.css)
17:28:35	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-sadida.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-sadida.png	(from https://neitavir.site/css/kso.css)
17:28:35	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-10-x2.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-10-x2.png	(from https://neitavir.site/css/kso.css)
17:28:35	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-10.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-10.png	(from https://neitavir.site/css/kso.css)
17:28:35	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-10.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-10.jpg	(from https://neitavir.site/css/kso.css)
17:28:36	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-11-s-x2.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-11-s-x2.jpg	(from https://neitavir.site/css/kso.css)
17:28:36	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-sacrieur.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-sacrieur.png	(from https://neitavir.site/css/kso.css)
17:28:36	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-11-x2.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-11-x2.png	(from https://neitavir.site/css/kso.css)
17:28:36	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-11.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-11.png	(from https://neitavir.site/css/kso.css)
17:28:37	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-11.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-11.jpg	(from https://neitavir.site/css/kso.css)
17:28:37	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-12-s-x2.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-12-s-x2.jpg	(from https://neitavir.site/css/kso.css)
17:28:37	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-pandawa.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-pandawa.png	(from https://neitavir.site/css/kso.css)
17:28:37	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-12-x2.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-12-x2.png	(from https://neitavir.site/css/kso.css)
17:28:37	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-12.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-12.png	(from https://neitavir.site/css/kso.css)
17:28:38	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-12.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-12.jpg	(from https://neitavir.site/css/kso.css)
17:28:38	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-13-s-x2.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-13-s-x2.jpg	(from https://neitavir.site/css/kso.css)
17:28:38	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-roublard.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-roublard.png	(from https://neitavir.site/css/kso.css)
17:28:38	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-13-x2.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-13-x2.png	(from https://neitavir.site/css/kso.css)
17:28:39	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-13.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-13.png	(from https://neitavir.site/css/kso.css)
17:28:39	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-13.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-13.jpg	(from https://neitavir.site/css/kso.css)
17:28:39	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-14-s-x2.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-14-s-x2.jpg	(from https://neitavir.site/css/kso.css)
17:28:39	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-zobal.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-zobal.png	(from https://neitavir.site/css/kso.css)
17:28:40	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-14-x2.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-14-x2.png	(from https://neitavir.site/css/kso.css)
17:28:40	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-14.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-14.png	(from https://neitavir.site/css/kso.css)
17:28:40	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-14.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-14.jpg	(from https://neitavir.site/css/kso.css)
17:28:40	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-15-s-x2.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-15-s-x2.jpg	(from https://neitavir.site/css/kso.css)
17:28:40	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-steamer.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-steamer.png	(from https://neitavir.site/css/kso.css)
17:28:41	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-15-x2.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-15-x2.png	(from https://neitavir.site/css/kso.css)
17:28:41	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-15.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-15.png	(from https://neitavir.site/css/kso.css)
17:28:41	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-15.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-15.jpg	(from https://neitavir.site/css/kso.css)
17:28:41	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-16-s-x2.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-16-s-x2.jpg	(from https://neitavir.site/css/kso.css)
17:28:42	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-eliotrope.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-eliotrope.png	(from https://neitavir.site/css/kso.css)
17:28:42	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-16-x2.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-16-x2.png	(from https://neitavir.site/css/kso.css)
17:28:42	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-16.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-16.png	(from https://neitavir.site/css/kso.css)
17:28:42	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-16.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-16.jpg	(from https://neitavir.site/css/kso.css)
17:28:42	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-17-s-x2.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-17-s-x2.jpg	(from https://neitavir.site/css/kso.css)
17:28:43	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-huppermage.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-huppermage.png	(from https://neitavir.site/css/kso.css)
17:28:43	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-17-x2.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-17-x2.png	(from https://neitavir.site/css/kso.css)
17:28:43	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-17.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-17.png	(from https://neitavir.site/css/kso.css)
17:28:43	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-17.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-17.jpg	(from https://neitavir.site/css/kso.css)
17:28:44	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-18-s-x2.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-18-s-x2.jpg	(from https://neitavir.site/css/kso.css)
17:28:44	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-ouginak.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/logo-ouginak.png	(from https://neitavir.site/css/kso.css)
17:28:44	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-18-x2.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/pedestal-18-x2.png	(from https://neitavir.site/css/kso.css)
17:28:44	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-18.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg-breed-18.png	(from https://neitavir.site/css/kso.css)
17:28:45	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-18.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/bg/breed-18.jpg	(from https://neitavir.site/css/kso.css)
17:28:45	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/icon-breed.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/breeds/assets/icon-breed.png	(from https://neitavir.site/css/kso.css)
17:28:45	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/monsters/bg-monster-spells.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/monsters/bg-monster-spells.jpg	(from https://neitavir.site/css/kso.css)
17:28:45	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/monsters/btn-play.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/monsters/btn-play.png	(from https://neitavir.site/css/kso.css)
17:28:46	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/monsters/green-arrow.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/monsters/green-arrow.png	(from https://neitavir.site/css/kso.css)
17:28:46	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/1/mmorpg/encyclopedia/monsters/droppeur.gif	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/1/mmorpg/encyclopedia/monsters/droppeur.gif	(from https://neitavir.site/css/kso.css)
17:28:46	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/sets/bg_pano_item.jpg	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/sets/bg_pano_item.jpg	(from https://neitavir.site/css/kso.css)
17:28:46	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/rides/module/bg_crossing.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/encyclopedia/rides/module/bg_crossing.png	(from https://neitavir.site/css/kso.css)
17:28:46	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/community/directories/characters/caracteristics/puce_red.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/community/directories/characters/caracteristics/puce_red.png	(from https://neitavir.site/css/kso.css)
17:28:47	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/g/modules/dofus/render/loading.gif	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/g/modules/dofus/render/loading.gif	(from https://neitavir.site/css/kso.css)
17:28:47	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/css/carrousel-bg/dofus-retro.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/css/carrousel-bg/dofus-retro.png	(from https://neitavir.site/css/homepage.css)
17:28:47	808/808	---M--	404	error ('Not%20Found')	text/html	etag:%22328-5fdb471026ea6%22	https://neitavir.site/dofus/ng/modules/mmorpg/homepage/assets/btn-news.png	C:/Users/David/Desktop/scam/dsqdqd/neitavir.site/dofus/ng/modules/mmorpg/homepage/assets/btn-news.png	(from https://neitavir.site/css/homepage.css)
